#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
guilds_warehouse_1_city;Rented Warehouse;;;;;;;;;;;;;x
guilds_warehouse_1_castle;Rented Warehouse;;;;;;;;;;;;;x
guilds_warehouse_1_temple;Rented Warehouse;;;;;;;;;;;;;x
guilds_warehouse_1_tribal;Rented Warehouse;;;;;;;;;;;;;x
guilds_warehouse_1_nomad;Rented Warehouse;;;;;;;;;;;;;x
guilds_warehouse_2_city;Traders Warehouse;;;;;;;;;;;;;x
guilds_warehouse_2_castle;Traders Warehouse;;;;;;;;;;;;;x
guilds_warehouse_2_temple;Traders Warehouse;;;;;;;;;;;;;x
guilds_warehouse_2_tribal;Traders Warehouse;;;;;;;;;;;;;x
guilds_warehouse_2_nomad;Traders Warehouse;;;;;;;;;;;;;x
guilds_warehouse_3_city;Guarded Warehouse;;;;;;;;;;;;;x
guilds_warehouse_3_castle;Guarded Warehouse;;;;;;;;;;;;;x
guilds_warehouse_3_temple;Guarded Warehouse;;;;;;;;;;;;;x
guilds_warehouse_3_tribal;Guarded Warehouse;;;;;;;;;;;;;x
guilds_warehouse_3_nomad;Guarded Warehouse;;;;;;;;;;;;;x
guilds_warehouse_1_city_desc;A Warehouse rented by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_1_castle_desc;A Warehouse rented by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_1_temple_desc;A Warehouse rented by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_1_tribal_desc;A Warehouse rented by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_1_nomad_desc;A Warehouse rented by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_2_city_desc;A Warehouse owned by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_2_castle_desc;A Warehouse owned by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_2_temple_desc;A Warehouse owned by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_2_tribal_desc;A Warehouse owned by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_2_nomad_desc;A Warehouse owned by the local ruler.\nProvides some protection against thieves for your trade goods and can be decorated.;;;;;;;;;;;;;x
guilds_warehouse_3_city_desc;A Warehouse owned by the local ruler.\nProvides good protection against thieves for your trade goods and can be decorated.\nLess likely to be destroyed by a sieges.;;;;;;;;;;;;;x
guilds_warehouse_3_castle_desc;A Warehouse owned by the local ruler.\nProvides good protection against thieves for your trade goods and can be decorated.\nLess likely to be destroyed by a sieges.;;;;;;;;;;;;;x
guilds_warehouse_3_temple_desc;A Warehouse owned by the local ruler.\nProvides good protection against thieves for your trade goods and can be decorated.\nLess likely to be destroyed by a sieges.;;;;;;;;;;;;;x
guilds_warehouse_3_tribal_desc;A Warehouse owned by the local ruler.\nProvides good protection against thieves for your trade goods and can be decorated.\nLess likely to be destroyed by a sieges.;;;;;;;;;;;;;x
guilds_warehouse_3_nomad_desc;A Warehouse owned by the local ruler.\nProvides good protection against thieves for your trade goods and can be decorated.\nLess likely to be destroyed by a sieges.;;;;;;;;;;;;;x
warehouse_decisions_only_tt;Can only be built with a decision from the Great Trade League;;;;;;;;;;;;;x
has_any_warehouse_tootlip;Has any Warehouse;;;;;;;;;;;;;x
has_safe_warehouse_tootlip;Has a Guarded Warehouse;;;;;;;;;;;;;x
#councillor job
job_cartographer;Cartographer;;;;;;;;;;;;;x
desc_job_cartographer;Will provide you with various maps of the known world.;;;;;;;;;;;;;x
TSD_action_standby;Standby;;;;;;;;;;;;;x
TSD_action_standby_desc;The Cartographer will stay on standby until further orders.;;;;;;;;;;;;;x
guilds_action_resource;Resource Map;;;;;;;;;;;;;x
guilds_action_resource_desc;Your Cartographer will show you a map of the main resource collected in each province.;;;;;;;;;;;;;x
JOB_STONE_TT;Stone Quarry;;;;;;;;;;;;;x
JOB_STEEL_TT;Steel Furnace;;;;;;;;;;;;;x
JOB_GEM_TT;Gemstone Mine;;;;;;;;;;;;;x
JOB_SILVER_TT;Silver Mine;;;;;;;;;;;;;x
JOB_GOLD_TT;Gold Mine;;;;;;;;;;;;;x
JOB_GRAIN_TT;Wheat Field;;;;;;;;;;;;;x
JOB_LUMBER_TT;Woodcutters Lodge;;;;;;;;;;;;;x
JOB_LINEN_TT;Flax Field;;;;;;;;;;;;;x
JOB_INCENSE_TT;Incense Workshop;;;;;;;;;;;;;x
JOB_SPICES_TT;Spices Plantation;;;;;;;;;;;;;x
JOB_MEAT_TT;Butchery / Fishery;;;;;;;;;;;;;x
JOB_WOOL_TT;Shepherd Community;;;;;;;;;;;;;x
JOB_HIDE_TT;Tannery;;;;;;;;;;;;;x
JOB_IVORY_TT;Ivory Hunters Lodge;;;;;;;;;;;;;x
JOB_SILK_TT;Silk Worm Farm;;;;;;;;;;;;;x
JOB_NOTHING_TT;There is nothing here;;;;;;;;;;;;;x
guilds_action_goods;Goods Map;;;;;;;;;;;;;x
guilds_action_goods_desc;Your Cartographer will show you a map with the location of various goods and caravans of the Great Trade League.;;;;;;;;;;;;;x
JOB_GOODS_TT;Trade Goods Present;;;;;;;;;;;;;x
JOB_GOODS_BAND_TT;Trade Goods Compromised;;;;;;;;;;;;;x
JOB_CARAVAN_TT;Caravan Present;;;;;;;;;;;;;x
#artifacts
guilds_item_stone;Crate of Stones;;;;;;;;;;;;;x
guilds_item_iron;Crate of Iron Ingots;;;;;;;;;;;;;x
guilds_item_steel;Crate of Steel Ingots;;;;;;;;;;;;;x
guilds_item_gem;Box of Gems;;;;;;;;;;;;;x
guilds_item_silver;Crate of Silver Ingots;;;;;;;;;;;;;x
guilds_item_gold;Crate of Gold Ingots;;;;;;;;;;;;;x
guilds_item_grain;Sack of Grain;;;;;;;;;;;;;x
guilds_item_linen;Stack of Linen Cloths;;;;;;;;;;;;;x
guilds_item_lumber;Pile of Lumber;;;;;;;;;;;;;x
guilds_item_incense;Box of Incense;;;;;;;;;;;;;x
guilds_item_spices;Pouch of Spices;;;;;;;;;;;;;x
guilds_item_meat;Bag of Meats;;;;;;;;;;;;;x
guilds_item_wool;Stack of Wool Cloths;;;;;;;;;;;;;x
guilds_item_hide;Bundle of Hides;;;;;;;;;;;;;x
guilds_item_ivory;Crate of Ivory;;;;;;;;;;;;;x
guilds_item_silk;Stack of Silk Cloths;;;;;;;;;;;;;x
guilds_item_pottery;Cart of Potteries;;;;;;;;;;;;;x
guilds_item_alcohol;Barrel of Alcohol;;;;;;;;;;;;;x
guilds_item_armor;Crate of Weapons and Armor;;;;;;;;;;;;;x
guilds_item_jewelry;Box of jewelry;;;;;;;;;;;;;x
guilds_item_book;Pile of Books;;;;;;;;;;;;;x
guilds_item_statue;Stone Statue;;;;;;;;;;;;;x
guilds_item_music;Crate of Musical Instruments;;;;;;;;;;;;;x
guilds_item_glassware;Crate of Glassware;;;;;;;;;;;;;x
guilds_item_dye;Pouch of Dye;;;;;;;;;;;;;x
guilds_item_velvet;Stack of Velvet Cloths;;;;;;;;;;;;;x
guilds_item_fur;Bundle of Furs;;;;;;;;;;;;;x
guilds_item_armor_fake;Crate of Weapons and Armor;;;;;;;;;;;;;x
guilds_item_stone_desc;Trade Good.\nCan be used to improve construction and defense.\nPrice influenced by Constructions and Terrains.;;;;;;;;;;;;;x
guilds_item_iron_desc;Report me;;;;;;;;;;;;;x
guilds_item_steel_desc;Trade Good.\nCan be used to improve the effectiveness of your soldiers.\nPrice influenced by Prosperity, Wars and Terrains.;;;;;;;;;;;;;x
guilds_item_gem_desc;Trade Good.\nCan be used to improve taxation and prestige.\nPrice influenced by Prosperity, Epidemics and Terrains.;;;;;;;;;;;;;x
guilds_item_silver_desc;Trade Good.\nCan be used to improve taxation and sanitation.\nPrice influenced by Prosperity, Epidemics and Terrains.;;;;;;;;;;;;;x
guilds_item_gold_desc;Trade Good.\nCan be used to improve taxation, retinue maintenance and the economy.\nPrice influenced by Prosperity, Wars and Epidemics.;;;;;;;;;;;;;x
guilds_item_grain_desc;Trade Good.\nCan be used to improve reinforcement rate and size, while lowering revolt risk.\nPrice influenced by Prosperity, Wars, Terrain and Festivities.;;;;;;;;;;;;;x
guilds_item_linen_desc;Trade Good.\nCan be used to improve supply chains and taxation, while lowering revolt risk.\nPrice influenced by Prosperity, Terrain and Dyes Shipments.;;;;;;;;;;;;;x
guilds_item_lumber_desc;Trade Good.\nCan be used to improve construction and the number of ships.\nPrice influenced by Constructions and Holding Type.;;;;;;;;;;;;;x
guilds_item_incense_desc;Trade Good.\nCan be used to improve culture, taxation and piety.\nPrice influenced by Epidemics, Festivities and Temples.;;;;;;;;;;;;;x
guilds_item_spices_desc;Trade Good.\nCan be used to improve taxation, prestige and the economy.\nPrice influenced by Prosperity, Terrain and Festivities.;;;;;;;;;;;;;x
guilds_item_meat_desc;Trade Good.\nCan be used to improve morale and lower revolt risk.\nPrice influenced by Prosperity, Wars, Festivities and Spices Shipments.;;;;;;;;;;;;;x
guilds_item_wool_desc;Trade Good.\nCan be used to improve winter supplies and taxation, while lowering revolt risk.\nPrice influenced by Prosperity, Terrains and Dyes Shipments.;;;;;;;;;;;;;x
guilds_item_hide_desc;Trade Good.\nCan be used to improve your levy size and its defensiveness.\nPrice influenced by Terrains, Wars and Epidemics.;;;;;;;;;;;;;x
guilds_item_ivory_desc;Trade Good.\nCan be used to improve taxation and prestige.\nPrice influenced by Terrain, Prosperity and Epidemics.;;;;;;;;;;;;;x
guilds_item_silk_desc;Trade Good.\nCan be used to improve taxation, prestige and the economy.\nPrice influenced by Prosperity and Dyes Shipments.;;;;;;;;;;;;;x
guilds_item_pottery_desc;Trade Good.\nCan be used to improve taxation.\nPrice influenced by Prosperity and Foods Shipments.;;;;;;;;;;;;;x
guilds_item_alcohol_desc;Trade Good.\nCan be used to improve morale and winter supplies, while lowering revolt risk.\nPrice influenced by Prosperity, Wars and Terrains.;;;;;;;;;;;;;x
guilds_item_armor_desc;Trade Good.\nCan be used to improve your levy size, retinue maintenance and military.\nPrice influenced by Wars and Festivities.;;;;;;;;;;;;;x
guilds_item_jewelry_desc;Trade Good.\nCan be used to improve taxation and prestige.\nPrice influenced by Prosperity and Gems, Gold or Silver Shipments.;;;;;;;;;;;;;x
guilds_item_book_desc;Trade Good.\nCan be used to improve technologies.\nPrice influenced by Prosperity and Holding Type.;;;;;;;;;;;;;x
guilds_item_statue_desc;Trade Good.\nCan be used to improve culture, prestige and piety.\nPrice influenced by Prosperity and Constructions.;;;;;;;;;;;;;x
guilds_item_music_desc;Trade Good.\nCan be used to improve culture, morale and morale recovery while lowering revolt risk.\nPrice influenced by Festivities, Prosperity and Epidemics.;;;;;;;;;;;;;x
guilds_item_glassware_desc;Trade Good.\nCan be used to improve taxation, prestige and piety.\nPrice influenced by Prosperity and Constructions.;;;;;;;;;;;;;x
guilds_item_dye_desc;Trade Good.\nCan be used to improve culture and taxation. Increase the value of clothes.\nPrice influenced by Festivities and Prosperity.;;;;;;;;;;;;;x
guilds_item_velvet_desc;Trade Good.\nCan be used to improve taxation and prestige.\nPrice influenced by Prosperity and Dyes Shipments.;;;;;;;;;;;;;x
guilds_item_fur_desc;Trade Good.\nCan be used to improve prestige, winter supplies and taxation.\nPrice influenced by Terrain, Festivities and Prosperity.;;;;;;;;;;;;;x
guilds_item_stone_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Build Time Modifier: §G-15.0%§!\nLocal Build Cost Modifier: §G-10.0%§!\nFort Level: §G+1.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_steel_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nAll Units Attack: §G+10.0%§!\nAll Units Defence: §G+10.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_gem_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nPrestige Modifier: §G+20.0%§!\nLocal Tax Modifier: §G+30.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_silver_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+20.0%§!\nDisease Resistance: §G+20.0%§!\nTax Income: §G+5.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_gold_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §R-10.0%§!\nEconomy Technology Spread: §G+15.0%§!\nTax Income: §G+10.0§!\nRetinue Maintenence Cost: §G-20.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_grain_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nGarrison Size: §G+25.0%§!\nLocal Revolt Risk: §G-1.0%§!\nLevy Reinforce Rate: §G+20.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_linen_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+10.0%§!\nLocal Revolt Risk: §G-1.0%§!\nGlobal Supply Limit: §G+10.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_lumber_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Build Time Modifier: §G-10.0%§!\nLocal Build Cost Modifier: §G-15.0%§!\nGalleys: §G+30.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_incense_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nTemple Tax Modifier: §G+30.0%§!\nCulture Technology Spread: §G+15.0%§!\nPiety Modifier: §G+30.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_spices_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nMonthly Character Prestige: §G+0.5§!\nEconomy Technology Points: §G+0.25§!\nTax Income: §G+5.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_meat_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLand Morale: §G+20.0%§!\nLocal Revolt Risk: §G-1.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_wool_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+10.0%§!\nLocal Revolt Risk: §G-1.0%§!\nGlobal Winter Supply: §G+1.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_hide_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLevy Size: §G+15.0%§!\nAll Units Defence: §G+10.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_ivory_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+30.0%§!\nPrestige Modifier: §G+30.0%§!\nTax Income: §G+2.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_silk_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nPrestige Modifier: §G+50.0%§!\nEconomy Technology Points: §G+0.15§!\n\nEconomy Technology Spread: §G+10.0%§!Tax Income: §G+5.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_pottery_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+20.0%§!\nTax Income: §G+2.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_alcohol_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLand Morale: §G+30.0%§!\nLand Organisation: §R-10.0%§!\nGlobal Winter Supply: §G+0.5§!\nLocal Revolt Risk: §G-0.5%§!\n- - -;;;;;;;;;;;;;x
guilds_item_armor_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLevy Size: §G+20.0%§!\nMilitary Technology Points: §G+0.5§!\nRetinue Maintenence Cost: §G-10.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_jewelry_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+20.0%§!\nPrestige Modifier: §G+30.0%§!\nTax Income: §G+3.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_book_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nTechnology Modifier: §G+30.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_statue_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nMonthly Character Prestige: §G+1.0§!\nMonthly Character Piety: §G+1.0§!\nCulture Technology Spread: §G+15.0%§!\n- - -;;;;;;;;;;;;;x
guilds_item_music_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nCulture Technology Modifier: §G+15.0%§!\nLand Morale: §G+15.0%§!\nLand Organisation: §G15.0%§!\nLocal Revolt Risk: §G-1%§!\n- - -;;;;;;;;;;;;;x
guilds_item_glassware_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+30.0%§!\nTax Income: §G+4.0§!\nMonthly Character Prestige: §G+30%§!\nMonthly Character Piety: §G+30%§!\n- - -;;;;;;;;;;;;;x
guilds_item_dye_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+40.0%§!\nCulture Technology Points: §G+0.5§!\nIncrease the value of Linen, Wool, Silk and Velvet\n- - -;;;;;;;;;;;;;x
guilds_item_velvet_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nLocal Tax Modifier: §G+25.0%§!\nTax Income: §G+5.0§!\nMonthly Character Prestige: §G+30%§!\nMonthly Character Prestige: §G+1.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_fur_tooltip;§YTrade Good§!. Can be used on provinces to improve:\nGlobal Winter Supply: §G+2.0§!\nTax Income: §G+4.0§!\nMonthly Character Prestige: §G+20%§!\nMonthly Character Prestige: §G+1.0§!\n- - -;;;;;;;;;;;;;x
guilds_item_armor_fake_desc;Of defective and poorly made Weapons and Armor...;;;;;;;;;;;;;x
guilds_item_shop_stall;Trading Stall;;;;;;;;;;;;;x
guilds_item_shop_stall_desc;It can be installed on any holding you own to receive extra profit when selling goods there.;;;;;;;;;;;;;x
guilds_item_shop_caravan;Caravan;;;;;;;;;;;;;x
guilds_item_shop_caravan_desc;Can be sent to counties you do not own to buy their goods for lower prices.;;;;;;;;;;;;;x
guilds_warehouse_none;No dedicated Warehouse;;;;;;;;;;;;x
guilds_warehouse_none_desc;Goods are spread everywhere.;;;;;;;;;;;;x
guilds_warehouse_guard;Warehouse Guards;;;;;;;;;;;;x
guilds_warehouse_guard_desc;These men will watch over your Warehouse and catch thieves for you.;;;;;;;;;;;;x
guilds_warehouse_rented;Rented Warehouse;;;;;;;;;;;;x
guilds_warehouse_rented_desc;Goods are properly stored but you do not own the Warehouse.;;;;;;;;;;;;x
guilds_warehouse_custom;Warehouse;;;;;;;;;;;;x
guilds_warehouse_custom_desc;Goods are properly stored here.;;;;;;;;;;;;x
guilds_warehouse_gold;Warehouse decorated with Gold;;;;;;;;;;;;x
guilds_warehouse_gold_desc;The Warehouse has an armor made of gold on a pedestal in the center.;;;;;;;;;;;;x
guilds_warehouse_silk;Warehouse decorated with Silk;;;;;;;;;;;;x
guilds_warehouse_silk_desc;The Warehouse's walls are covered with silk banners of various great houses.;;;;;;;;;;;;x
guilds_warehouse_incense;Warehouse decorated with Incense;;;;;;;;;;;;x
guilds_warehouse_incense_desc;The Warehouse is filled with a strong fragrance.;;;;;;;;;;;;x
guilds_warehouse_book;Warehouse decorated with Books;;;;;;;;;;;;x
guilds_warehouse_book_desc;The Warehouse office is filled with bookshelves.;;;;;;;;;;;;x
guilds_holo_hair;Lock of hair;;;;;;;;;;;;;x
guilds_holo_hair_desc;This strand of hair, or fur, belongs to the witch Holo. It was found during the hunt for the heretic.\nIt serves as a reminder to remain vigilant, even toward those you consider friends.;;;;;;;;;;;;;x
guilds_holo_charm;Holo's Charm;;;;;;;;;;;;;x
guilds_holo_charm_desc;This charm was worn by Holo and she left it behind when she disappeared.\nIt is a memento of her time with everyone.;;;;;;;;;;;;;x
guilds_holo_charm_tooltip;This item only means something to her friends and family.;;;;;;;;;;;;;x
#modifiers
guilds_beggar;Beggar;;;;;;;;;;;;;x
guilds_smugglers;Smugglers;;;;;;;;;;;;;x
guilds_buff_stone;Stone Shipment;;;;;;;;;;;;;x
guilds_buff_steel;Steel Shipment;;;;;;;;;;;;;x
guilds_buff_steel_empty;Steel Shipment;;;;;;;;;;;;;x
guilds_buff_gem;Gems Shipment;;;;;;;;;;;;;x
guilds_buff_silver;Silver Shipment;;;;;;;;;;;;;x
guilds_buff_gold;Gold Shipment;;;;;;;;;;;;;x
guilds_buff_grain;Grain Shipment;;;;;;;;;;;;;x
guilds_buff_lumber;Lumber Shipment;;;;;;;;;;;;;x
guilds_buff_linen;Linen Shipment;;;;;;;;;;;;;x
guilds_buff_incense;Incense Shipment;;;;;;;;;;;;;x
guilds_buff_spices;Spices Shipment;;;;;;;;;;;;;x
guilds_buff_meat;Meat Shipment;;;;;;;;;;;;;x
guilds_buff_wool;Wool Shipment;;;;;;;;;;;;;x
guilds_buff_hide;Hide Shipment;;;;;;;;;;;;;x
guilds_buff_hide_empty;Hide Shipment;;;;;;;;;;;;;x
guilds_buff_ivory;Ivory Shipment;;;;;;;;;;;;;x
guilds_buff_silk;Silk Shipment;;;;;;;;;;;;;x
guilds_buff_pottery;Pottery Shipment;;;;;;;;;;;;;x
guilds_buff_alcohol;Alcohol Shipment;;;;;;;;;;;;;x
guilds_buff_armor;Weapons and Armor Shipment;;;;;;;;;;;;;x
guilds_buff_jewelry;Jewelry Shipment;;;;;;;;;;;;;x
guilds_buff_book;Book Shipment;;;;;;;;;;;;;x
guilds_buff_statue;Statue Shipment;;;;;;;;;;;;;x
guilds_buff_music;Musical Instruments Shipment;;;;;;;;;;;;;x
guilds_buff_glassware;Glassware Shipment;;;;;;;;;;;;;x
guilds_buff_dye;Dye Shipment;;;;;;;;;;;;;x
guilds_buff_dye_desc;Increase the value of Linen, Wool, Silk and Velvet.;;;;;;;;;;;;;x
guilds_buff_velvet;Velvet Shipment;;;;;;;;;;;;;x
guilds_buff_fur;Fur Shipment;;;;;;;;;;;;;x
guilds_buff_feast;Delicious Feast;;;;;;;;;;;;;x
guilds_buff_feast_desc;You have presented a most delicious feast to your vassals.;;;;;;;;;;;;;x
guilds_loan_one;Loan Timer;;;;;;;;;;;;x
guilds_loan_two;Loan Timer;;;;;;;;;;;;x
guilds_loan_three;Loan Timer;;;;;;;;;;;;x
guilds_loan_one_desc;You will have to pay back your loan to the Great Trade League when this timer ends.;;;;;;;;;;;;x
