#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTAdk_artifact_events.06;Oh cuttlefish!;;;x
EVTBdk_artifact_events.06;Go get it!;;;x

EVTDESCdk_artifact_events.07;This was a spot in the upper reaches, spot by a kelp farmer, a box blotting out the sun - and it wasn't a boxfish. On prying it released an pufferfish of unexplainable material.;;;x
EVTAdk_artifact_events.07;Blow it up!;;;x
EVTBdk_artifact_events.07;Tear it to shreds;;;x
EVTDESCdk_artifact_events.08;________ wants to bounce the rainbow pufferfish together!;;;x
EVTAdk_artifact_events.08;Let's go!;;;x
EVTBdk_artifact_events.08;I must decline;;;x
EVTDESCdk_artifact_events.09;Regular games played with the rainbow pufferfish has improved bonds between [target_played_beachball.GetTitledName] and [target_played_beachball.GetTitledName].;;;x
EVTAdk_artifact_events.09;The memories are the treasure.;;;x
EVTDESCdk_artifact_events.10;Befluttered - a search party has discovered a strain of seaweed on the [Root.Location.GetName] seabed that produces high quality fibers. It was discovered by accident as it suctions deeply on skin, leaving scars ... but wearing could be a new fashion.;;;x
EVTAdk_artifact_events.10;Give me the prototype!;;;x
EVTBdk_artifact_events.10;Industrious enterprise!;;;x
EVTCdk_artifact_events.10;Don't let their noodly appendages near myself.;;;x
EVTDESCdk_artifact_events.11;On removing the seaweed one evening a clumsy retainer let its foamy mane slap your eye which let to "discoloring" and what you insist is scarring. A tense moment.;;;x
EVTAdk_artifact_events.11;Dismiss your retainer.;;;x
EVTBdk_artifact_events.11;A new look!;;;x
EVTCdk_artifact_events.11;Execute your retainer.;;;x
EVTDESCdk_artifact_events.12;You have noticed that the seaweed occasionally stations itself directly on your blowhole. You paid it no mind, until one day on exhaling you blasted it into the ether, nobody knows where it went and you are left upset at the loss of your article.;;;x
EVTAdk_artifact_events.12;Oh Cuttlefish!;;;x
EVTDESCdk_artifact_events.13;One day, while rollicking you feel a instinctual dread when a splurge of seaweed falls on your head. Against the odds it feels most comfortable and your retinue have confessed it looks most becoming on their [Root.GetTitledName].;;;x
EVTAdk_artifact_events.13;Thank [Root.Religion.GetHighGodName];;;x
EVTBdk_artifact_events.13;Definately not!;;;x

EVTDESCdk_artifact_events.14;A sponge is found! Cast by a humpbacked dolphin it used to be a formidable digging option by our ancestors. Nowdays it has considerable revevance for the religions of the [Root.Religion.GetScriptureName].;;;x
EVTAdk_artifact_events.14;Thank [Root.Religion.GetHighGodName].;;;x
EVTBdk_artifact_events.14;I'd rather use it to clean the sandcastle.;;;x


EVTDESCdk_artifact_events.15;A little seaweed scrubber has found a curious rainbow circle beaming radient colors. Your leading scientists speculate its shades offer messages from [Root.Religion.GetRandomGodName]. On its flip side, a dolphin is illustrated with an oddly tortured expression jumps from the water.;;;x
EVTAdk_artifact_events.15;It radiates strength.;;;x
EVTBdk_artifact_events.15;Unpackage it.;;;x
EVTCdk_artifact_events.15;It could make a fine plaything!;;;x

EVTDESCdk_artifact_events.16;A disk of illuminating colors has been recovered from mythical orca feeding grounds. Your leading antiquarians trace each color with a psalm of  _______. On its flip side, a savage Orca illustrated with tortured expression jumps from the water.;;;x
EVTAdk_artifact_events.16;It radiates strength.;;;x
EVTBdk_artifact_events.16;Unpackage it.;;;x
EVTCdk_artifact_events.16;It could make a fine plaything!;;;x

EVTDESCdk_artifact_events.17;A disk of illuminating colors has been recovered from mythical orca feeding grounds. Your leading antiquarians trace each color with a psalm of  _______. On its flip side, a savage Orca illustrated with tortured expression jumps from the water.;;;x
EVTAdk_artifact_events.17;It radiates strength.;;;x
EVTBdk_artifact_events.17;Unpackage it.;;;x
EVTCdk_artifact_events.17;It could make a fine plaything!;;;x

EVTDESCdk_artifact_events.18;Upon unpacking the uncanny orca shrivels into darkness. The Disk remains!;;;x
EVTAdk_artifact_events.18;Thank [Root.Religion.GetHighGodName].;;;x

EVTDESCdk_artifact_events.19;A fisher aspying a delicious coral miner fish was stunned when they grouped together to toss a helmet of unknown craftmenship. On the sides of the visor is a picture of an unclothed dolphin;;;x
EVTAdk_artifact_events.19; A trophy.;;;x
EVTBdk_artifact_events.19;I dont need this supersitutious item.;;;x
